Gene ID	source_id	Organism	Product Description	Fold Change	Chosen Ref (floor)	Chosen Comp (floor)	3D7 2020 sense - 0hr 3D7 DAFT-seq	3D7 2020 sense - 8hr 3D7 DAFT-seq	3D7 2020 sense - 16hr 3D7 DAFT-seq	3D7 2020 sense - 40hr 3D7 DAFT-seq	3D7 2020 sense - 32hr 3D7 DAFT-seq	3D7 2020 sense - 48hr 3D7 DAFT-seq	3D7 2020 sense - 24hr 3D7 DAFT-seq
PF3D7_0318700	PF3D7_0318700.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	94.94	94.94	230.93	53.71	19.51	118.01	13.54	226.95	4.46
PF3D7_0318800	PF3D7_0318800.1	Plasmodium falciparum 3D7	triosephosphate isomerase, putative	1	18.24	18.24	30.5	19.91	14.47	16.79	7.39	30.11	10.17
PF3D7_0318900	PF3D7_0318900.1	Plasmodium falciparum 3D7	PAT complex subunit CCDC47, putative	1	270.25	270.25	255.35	264	318.19	247.02	274.98	196.43	341.37
PF3D7_0319000	PF3D7_0319000.1	Plasmodium falciparum 3D7	P4-type ATPase ATP7, putative	1	136.49	136.49	104.13	74.28	55.34	228.67	224.11	127.91	142.49
PF3D7_0319100	PF3D7_0319100.1	Plasmodium falciparum 3D7	E3 ubiquitin-protein ligase RBX1	1	78.80	78.8	55.6	56.37	85.43	81.78	102.43	86.4	86.83
PF3D7_0319200	PF3D7_0319200.1	Plasmodium falciparum 3D7	CCR4 domain-containing protein 4, putative	1	138.05	138.05	127.59	172.6	155.12	93.18	145.06	104.85	171.49
PF3D7_0319300	PF3D7_0319300.1	Plasmodium falciparum 3D7	ubiquitin-conjugating enzyme E2, putative	1	59.84	59.84	39.96	73.19	83.95	38.46	50.94	38.64	94.31
PF3D7_0319400	PF3D7_0319400.1	Plasmodium falciparum 3D7	kinesin-8X	1	104.30	104.3	73.92	64.71	59.23	148.18	181.17	102.78	120.6
PF3D7_0319500	PF3D7_0319500.1	Plasmodium falciparum 3D7	RNA-binding protein, putative	1	196.01	196.01	136.04	232.42	263.44	141.59	220.74	159.92	234.83
PF3D7_0319600	PF3D7_0319600.1	Plasmodium falciparum 3D7	elongation factor 1-delta, putative	1	179.09	179.09	133.98	248.64	275.02	91.74	123.48	83.54	307.48
PF3D7_0319700	PF3D7_0319700.1	Plasmodium falciparum 3D7	ABC transporter I family member 1, putative	1	209.72	209.72	306.62	315.1	258.27	112.85	75.73	206.23	196.96
PF3D7_0319800	PF3D7_0319800.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	12.43	12.43	17.34	9.2	7.18	16.16	16.07	12.81	8.52
PF3D7_0319900	PF3D7_0319900.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	87.23	87.23	73.64	133.58	101.79	63.77	75.36	77.55	85.72
PF3D7_0320000	PF3D7_0320000.1	Plasmodium falciparum 3D7	protein phosphatase inhibitor 2	1	259.73	259.73	128.83	180.6	164.2	317.42	433.76	229.18	380.5
PF3D7_0320100	PF3D7_0320100.1	Plasmodium falciparum 3D7	protein transport protein SEC22	1	70.69	70.69	63.19	79.91	71.1	77.01	65.22	55.78	85.07
PF3D7_0320200	PF3D7_0320200.1	Plasmodium falciparum 3D7	CPW-WPC family protein	1	29.41	29.41	34.82	33.08	29.34	29.17	18.49	33	28.73
PF3D7_0320300	PF3D7_0320300.1	Plasmodium falciparum 3D7	T-complex protein 1 subunit epsilon	1	254.17	254.17	146.38	301.07	388.47	140.9	199.92	158.02	446.54
PF3D7_0320400	PF3D7_0320400.1	Plasmodium falciparum 3D7	oocyst capsule protein Cap380	1	4.09	4.09	3.49	6.02	3.15	5.41	2.35	4.59	3.62
PF3D7_0320500	PF3D7_0320500.1	Plasmodium falciparum 3D7	nicotinamidase, putative	1	204.84	204.84	218.44	148.19	221.52	228.25	171.8	186.14	263.5
PF3D7_0320600	PF3D7_0320600.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	60.29	60.29	71.7	47.57	40.32	56.82	80.58	53.36	74.04
PF3D7_0320700	PF3D7_0320700.1	Plasmodium falciparum 3D7	signal peptidase complex subunit 2	1	177.46	177.46	136.53	100.35	101.16	246.69	241.17	173.2	260.85
PF3D7_0320800	PF3D7_0320800.1	Plasmodium falciparum 3D7	ATP-dependent RNA helicase DDX6	1	94.15	94.15	67.62	68.75	74.02	114.18	136.77	83.55	115.05
PF3D7_0320900	PF3D7_0320900.1	Plasmodium falciparum 3D7	histone H2A.Z	1	781.61	781.61	533.38	499.26	398.03	1379.19	1084.58	1170.78	436.49
PF3D7_0321000	PF3D7_0321000.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	229.89	229.89	218.13	233.95	319.01	178.32	254.34	179.04	234.59
PF3D7_0321100	PF3D7_0321100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	83.94	83.94	92.7	22.27	9.35	194.46	131.92	113.16	24.5
PF3D7_0321200	PF3D7_0321200.1	Plasmodium falciparum 3D7	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative	1	22.61	22.61	16.37	16.67	19.25	22.54	23.91	20.58	41.35
PF3D7_0321300	PF3D7_0321300.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	45.90	45.9	60.36	34.25	30.42	54.76	53.55	52.38	36.99
PF3D7_0321400	PF3D7_0321400.1	Plasmodium falciparum 3D7	pseudo protein kinase 1, putative	1	50.69	50.69	59.95	21.83	4.47	134.29	45.22	83.2	7.76
PF3D7_0321500	PF3D7_0321500.1	Plasmodium falciparum 3D7	peptidase, putative	1	99.77	99.77	64.69	69.67	77.17	119.49	130.93	73.43	178.97
PF3D7_0321600	PF3D7_0321600.1	Plasmodium falciparum 3D7	ATP-dependent RNA helicase DDX42, putative	1	205.44	205.44	179	169.75	216.82	205.76	246.04	153.73	271.4
PF3D7_0321700	PF3D7_0321700.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	130.66	130.66	134.79	51.46	42.59	214.5	245.92	131.67	103.01
PF3D7_0321800	PF3D7_0321800.1	Plasmodium falciparum 3D7	WD repeat-containing protein, putative	1	200.76	200.76	228.18	236.94	189.05	193.26	179.51	209.77	173.63
PF3D7_0321900	PF3D7_0321900.1	Plasmodium falciparum 3D7	cyclic amine resistance locus protein	1	120.97	120.97	124.09	157.87	112.19	118.85	129.51	103.57	104.28
PF3D7_0322000	PF3D7_0322000.1	Plasmodium falciparum 3D7	peptidyl-prolyl cis-trans isomerase	1	775.76	775.76	549.43	940.26	1093.33	392.88	723.37	447.03	1294.76
PF3D7_0322100	PF3D7_0322100.1	Plasmodium falciparum 3D7	mRNA-capping enzyme subunit beta	1	148.65	148.65	121.65	204.39	185.78	92.06	147.23	100.08	195.53
PF3D7_0322200	PF3D7_0322200.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	13.98	13.98	14.15	15.43	12.71	17.38	15.64	14.82	11.99
PF3D7_0322300	PF3D7_0322300.1	Plasmodium falciparum 3D7	diacylglycerol O-acyltransferase	1	101.05	101.05	79.97	59.37	63.82	130.17	173.48	79.98	122.5
PF3D7_0322400	PF3D7_0322400.1	Plasmodium falciparum 3D7	regulator of initiation factor 2 (eIF2)	1	122.63	122.63	138.5	180.58	161.23	66.41	101.02	90.38	156.37
PF3D7_0322500	PF3D7_0322500.1	Plasmodium falciparum 3D7	iron-sulfur assembly protein, putative	1	71.49	71.49	66.02	49.28	64.49	85.55	93.87	63.09	81.77
PF3D7_0322600	PF3D7_0322600.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	7.10	7.1	6.51	7.47	6.9	7.11	6.56	7.55	7.78
PF3D7_0322700	PF3D7_0322700.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	149.62	149.62	142.13	210.22	170.99	102.37	168.25	106.29	178.64
PF3D7_0322800	PF3D7_0322800.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	9.93	9.93	13.02	14.36	11.78	7.71	4.74	8.82	9.11
PF3D7_0322900	PF3D7_0322900.1	Plasmodium falciparum 3D7	40S ribosomal protein S3A, putative	1	758.02	758.02	378.81	1013.79	1402.47	397.74	572	463.61	1087
PF3D7_0323000	PF3D7_0323000.1	Plasmodium falciparum 3D7	translation machinery-associated protein 7, putative	1	114.00	114	65.97	84.96	162.95	108.32	146.82	97.67	139.59
PF3D7_0323100	PF3D7_0323100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	137.51	137.51	92.1	128.56	176.15	119.65	153.97	99.04	195.88
PF3D7_0323200	PF3D7_0323200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	33.48	33.48	24.04	14.71	15.25	42.33	55.78	24.67	57.85
PF3D7_0323300	PF3D7_0323300.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	11.93	11.93	12.28	14.61	6.92	13.31	12.23	8.11	16.38
PF3D7_0323400	PF3D7_0323400.1	Plasmodium falciparum 3D7	Rh5 interacting protein	1	229.13	229.13	574.46	181.46	41.81	300.85	44.28	441.02	21.22
PF3D7_0323500	PF3D7_0323500.1	Plasmodium falciparum 3D7	survival motor neuron-like protein	1	142.52	142.52	217.06	159.07	126.54	122.5	82.98	176.65	120.61
PF3D7_0323600	PF3D7_0323600.1	Plasmodium falciparum 3D7	BSD domain-containing protein, putative	1	57.70	57.7	47.96	65.82	57.89	41.62	61.26	38.43	95.79
PF3D7_0323700	PF3D7_0323700.1	Plasmodium falciparum 3D7	U4/U6.U5 tri-snRNP-associated protein 1, putative	1	201.62	201.62	255.21	199.99	218.15	178.85	220.38	191.65	151.14
PF3D7_0323800	PF3D7_0323800.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	100.20	100.2	90.44	137.66	103.84	84.25	93.51	81.24	115.58
PF3D7_0324000	PF3D7_0324000.1	Plasmodium falciparum 3D7	exported protein family 1	1	0.70 (2.6)	0.7 (2.6)	6.27	19.25	16.93	7.45	4.3	9.74	9.76
PF3D7_0324100	PF3D7_0324100.1	Plasmodium falciparum 3D7	Pfmc-2TM Maurer's cleft two transmembrane protein	1	9.65	9.65	4.72	8.92	60.1	3.36	13.05	1.83	50.23
PF3D7_0324200	PF3D7_0324200.1	Plasmodium falciparum 3D7	exported protein family 3	1	0.25 (1.88)	0.25 (1.88)	3.53	6.11	3.29	1.19	0.92	1.76	1.59
PF3D7_0324300	PF3D7_0324300.1	Plasmodium falciparum 3D7	exported protein family 4	1	2.52	2.52	21.66	36.83	32.76	3.27	2.54	13.08	10.68
PF3D7_0324400	PF3D7_0324400.1	Plasmodium falciparum 3D7	rifin	1	0.28 (2.1)	0.28 (2.1)	0.28	0.43	0.2	0.22	0	0.44	0.4
PF3D7_0324500	PF3D7_0324500.1	Plasmodium falciparum 3D7	rifin	1	0.10 (2.32)	0.1 (2.32)	0	0	0	0.25	0	0.24	0.22
PF3D7_0324600	PF3D7_0324600.1	Plasmodium falciparum 3D7	stevor	1	1.92 (2.44)	1.92 (2.44)	0	1.48	4.98	1.04	0.48	1.26	6.4
PF3D7_0324800	PF3D7_0324800.1	Plasmodium falciparum 3D7	rifin	1	1.59 (1.98)	1.59 (1.98)	0.27	0.4	3.66	1.88	1.35	2.26	1.49
PF3D7_0324900	PF3D7_0324900.1	Plasmodium falciparum 3D7	erythrocyte membrane protein 1, PfEMP1	1	24.46	24.46	20.97	26.68	21.69	31.74	19.88	31.93	21.08
PF3D7_0400100	PF3D7_0400100.1	Plasmodium falciparum 3D7	erythrocyte membrane protein 1, PfEMP1	1	18.82	18.82	14.85	19.08	15.32	39.05	30.23	36.56	17.71
PF3D7_0400300	PF3D7_0400300.1	Plasmodium falciparum 3D7	rifin	1	1.36 (1.99)	1.36 (1.99)	1.33	0.4	3.47	0.84	0.77	0.82	1.86
PF3D7_0400400	PF3D7_0400400.1	Plasmodium falciparum 3D7	erythrocyte membrane protein 1, PfEMP1	1	6.40	6.4	5.3	16.69	12.11	1.28	1.01	6.24	2.23
PF3D7_0400500	PF3D7_0400500.1	Plasmodium falciparum 3D7	rifin	1	0.46 (1.92)	0.46 (1.92)	0	0.98	1.12	0.2	0	0	1.08
PF3D7_0400700	PF3D7_0400700.1	Plasmodium falciparum 3D7	rifin	1	0.42 (1.93)	0.42 (1.93)	0.26	0.19	0.94	0.2	0	0.6	0.73
PF3D7_0400800	PF3D7_0400800.1	Plasmodium falciparum 3D7	stevor	1	0.15 (2.54)	0.15 (2.54)	0	0	0.49	0	0	0.53	0
PF3D7_0400900	PF3D7_0400900.1	Plasmodium falciparum 3D7	rifin	1	0.79 (2.23)	0.79 (2.23)	0.3	0.45	2.17	0.47	0.43	0.23	1.47
PF3D7_0401000	PF3D7_0401000.1	Plasmodium falciparum 3D7	rifin	1	0.03 (2.38)	0.03 (2.38)	0	0	0.23	0	0	0	0
PF3D7_0401100	PF3D7_0401100.1	Plasmodium falciparum 3D7	Plasmodium exported protein, unknown function, fragment	1	0.00 (10.38)	0 (10.38)	0	0	0	0	0	0	0
PF3D7_0401200	PF3D7_0401200.1	Plasmodium falciparum 3D7	rifin	1	0.03 (2)	0.03 (2)	0	0	0.19	0	0	0	0.19
PF3D7_0401300	PF3D7_0401300.1	Plasmodium falciparum 3D7	rifin	1	0.86 (1.96)	0.86 (1.96)	0	0.59	3.42	0	0.38	0	1.65
PF3D7_0401400	PF3D7_0401400.1	Plasmodium falciparum 3D7	rifin	1	0.32 (2.23)	0.32 (2.23)	0.3	0.22	1.52	0	0	0	0.21
PF3D7_0401600	PF3D7_0401600.1	Plasmodium falciparum 3D7	rifin	1	340.79	340.79	263.34	351.12	699.09	143.81	237.67	213.71	483.18
PF3D7_0401600	PF3D7_0401600.2	Plasmodium falciparum 3D7	rifin	1	340.79	340.79	263.34	351.12	699.09	143.81	237.67	213.71	483.18
PF3D7_0401800	PF3D7_0401800.1	Plasmodium falciparum 3D7	Plasmodium exported protein (PHISTb), unknown function	1	383.58	383.58	136.76	309.26	1337.91	173.52	140.93	177.44	535.21
PF3D7_0401900	PF3D7_0401900.1	Plasmodium falciparum 3D7	acyl-CoA synthetase	1	26.46	26.46	67.02	41.93	15.12	17.98	2.54	43.8	3.88
PF3D7_0402000	PF3D7_0402000.1	Plasmodium falciparum 3D7	Plasmodium exported protein (PHISTa), unknown function	1	703.11	703.11	153.42	263.48	1676.93	440.47	1022.43	214.73	1897.54
PF3D7_0402100	PF3D7_0402100.1	Plasmodium falciparum 3D7	Plasmodium exported protein (PHISTb), unknown function	1	369.37	369.37	878.77	524.96	215.86	239.72	45.34	592.41	109.1
PF3D7_0402300	PF3D7_0402300.1	Plasmodium falciparum 3D7	reticulocyte binding protein homologue 1	1	555.98	555.98	1525.97	294.77	94.55	615.67	103.94	1235.64	27.4
PF3D7_0402400	PF3D7_0402400.1	Plasmodium falciparum 3D7	Plasmodium exported protein, unknown function	1	445.81	445.81	711.51	529.51	416.83	347.8	308.22	362.56	475.31
PF3D7_0402600	PF3D7_0402600.1	Plasmodium falciparum 3D7	stevor	1	0.73 (2.44)	0.73 (2.44)	0.33	0	2.37	0.52	0.71	0.25	0.91
PF3D7_0402900	PF3D7_0402900.1	Plasmodium falciparum 3D7	probable protein, unknown function	1	11.67	11.67	33.59	15.4	5.18	7.17	2.2	14.28	4.04
PF3D7_0403100	PF3D7_0403100.1	Plasmodium falciparum 3D7	regulator of chromosome condensation, putative	1	21.11	21.11	17.08	21.26	16.56	19.95	26.5	14.12	32.75
PF3D7_0403200	PF3D7_0403200.1	Plasmodium falciparum 3D7	pre-mRNA splicing factor CWC25, putative	1	329.51	329.51	459.95	352.88	423.89	218.21	333.11	268.46	266.47
PF3D7_0403300	PF3D7_0403300.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	58.78	58.78	80.59	84.76	67.77	47.63	41.92	42.08	51.44
PF3D7_0403400	PF3D7_0403400.1	Plasmodium falciparum 3D7	zinc finger protein, putative	1	175.71	175.71	241.77	260.57	173.37	115.74	144.8	143.69	167.69
PF3D7_0403500	PF3D7_0403500.1	Plasmodium falciparum 3D7	ubiquitin-specific protease	1	59.30	59.3	48.32	69.74	61.48	51.94	50.29	32.88	101.21
PF3D7_0403600	PF3D7_0403600.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	59.75	59.75	51.65	34.34	23.3	78.62	107.88	53.33	72.04
PF3D7_0403700	PF3D7_0403700.1	Plasmodium falciparum 3D7	pre-mRNA-splicing factor CLF1, putative	1	246.89	246.89	239.04	314.82	343.91	152.58	244.85	182.79	262.42
PF3D7_0403800	PF3D7_0403800.1	Plasmodium falciparum 3D7	alpha/beta hydrolase, putative	1	212.15	212.15	508.89	135.17	57.84	253.76	84.06	410.79	37.6
PF3D7_0403900	PF3D7_0403900.1	Plasmodium falciparum 3D7	SET domain protein, putative	1	68.40	68.4	81.67	48.09	31.24	114.84	64.91	98.24	40.96
PF3D7_0404000	PF3D7_0404000.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	89.16	89.16	201.1	47.5	25.04	152.52	32.8	153.64	13.25
PF3D7_0404100	PF3D7_0404100.1	Plasmodium falciparum 3D7	AP2 domain transcription factor AP2-SP2, putative	1	12.22	12.22	13.86	11.72	10.36	15.56	12.04	15.73	7.56
PF3D7_0404200	PF3D7_0404200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	13.66	13.66	15.15	17.47	9.41	14.63	11.89	12.87	15.81
PF3D7_0404300	PF3D7_0404300.1	Plasmodium falciparum 3D7	Ran-binding protein, putative	1	459.24	459.24	309.7	506.55	549.11	433.5	630.34	438.71	427
PF3D7_0404400	PF3D7_0404400.1	Plasmodium falciparum 3D7	6-cysteine protein P36	1	9.45	9.45	7.53	4.31	2.07	24.23	10.95	10.88	6.36
PF3D7_0404500	PF3D7_0404500.1	Plasmodium falciparum 3D7	6-cysteine protein P52	1	25.74	25.74	17.1	33.35	31.65	20.2	22.03	22.5	34.29
PF3D7_0404600	PF3D7_0404600.1	Plasmodium falciparum 3D7	conserved Plasmodium membrane protein, unknown function	1	99.09	99.09	61.74	90.3	91.53	90.48	141.8	72.88	148.46
PF3D7_0404700	PF3D7_0404700.1	Plasmodium falciparum 3D7	dipeptidyl aminopeptidase 3	1	343.36	343.36	500.04	135.6	36.48	812.11	298.3	600.56	35.26
PF3D7_0404800	PF3D7_0404800.1	Plasmodium falciparum 3D7	sporozoite-specific protein S10, putative	1	28.36	28.36	38.31	19.74	13.55	41.69	26.91	49.11	10.44
PF3D7_0404900	PF3D7_0404900.1	Plasmodium falciparum 3D7	6-cysteine protein P41	1	140.29	140.29	166	79.8	51.08	293.94	166.43	216.69	61.01
PF3D7_0405000	PF3D7_0405000.1	Plasmodium falciparum 3D7	ATP-dependent RNA helicase DDX51, putative	1	117.89	117.89	95.85	167.58	177.11	84.12	105.44	102.35	156.63
PF3D7_0405100	PF3D7_0405100.1	Plasmodium falciparum 3D7	protein transport protein Sec24B, putative	1	158.21	158.21	122.74	163.87	127.3	203.78	173.72	150.58	171.74
PF3D7_0405200	PF3D7_0405200.1	Plasmodium falciparum 3D7	protein CERLI2	1	116.15	116.15	168.96	92.33	66.41	231.64	153.1	187.58	80.43
PF3D7_0405300	PF3D7_0405300.1	Plasmodium falciparum 3D7	liver specific protein 2, putative	1	5.43	5.43	6.93	6.04	5.64	3.69	4.68	6.73	4.39
PF3D7_0405400	PF3D7_0405400.1	Plasmodium falciparum 3D7	pre-mRNA-processing-splicing factor 8, putative	1	273.78	273.78	189.79	359.75	348.01	206.46	271.34	205.72	337.98
PF3D7_0405500	PF3D7_0405500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	55.81	55.81	37.78	87.24	82.97	21.17	23.59	26.51	115.65
PF3D7_0405600	PF3D7_0405600.1	Plasmodium falciparum 3D7	TMEM33 domain-containing protein, putative	1	91.85	91.85	70.56	114.87	108.03	52.09	74.59	46.35	178.58
PF3D7_0405700	PF3D7_0405700.1	Plasmodium falciparum 3D7	amino acid decarboxylase AAD, putative	1	83.14	83.14	55.01	77.33	93.4	68.02	82.66	69.53	138.69
PF3D7_0405800	PF3D7_0405800.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	29.36	29.36	30.58	27.89	22.52	43.29	15.71	30.23	37.23
PF3D7_0405900	PF3D7_0405900.1	Plasmodium falciparum 3D7	apical sushi protein	1	361.21	361.21	560.01	126.01	48.19	838.42	310.02	614.2	43.34
PF3D7_0406000	PF3D7_0406000.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	123.88	123.88	104.69	107.91	104.94	189.6	118.13	129.52	115.44
PF3D7_0406100	PF3D7_0406100.1	Plasmodium falciparum 3D7	V-type proton ATPase subunit B	1	496.73	496.73	272.12	543.14	718.61	430.64	510.89	384.65	622.88
PF3D7_0406200	PF3D7_0406200.1	Plasmodium falciparum 3D7	parasitophorous vacuole membrane protein S16	1	7813.22	7813.22	6025.77	10266.98	10766.5	6521.67	5424.19	9981.07	5952.14
PF3D7_0406400	PF3D7_0406400.1	Plasmodium falciparum 3D7	cytosolic glyoxalase II	1	63.48	63.48	38.06	74.35	83.43	70.32	68.93	64.18	59.87
PF3D7_0406500	PF3D7_0406500.1	Plasmodium falciparum 3D7	NYN domain-containing protein, putative	1	385.59	385.59	679.76	529.5	404.17	250.47	245.68	417.91	224.07
PF3D7_0406600	PF3D7_0406600.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	26.80	26.8	19.75	36.77	14.8	26.2	25.61	25.13	39.92
PF3D7_0406700	PF3D7_0406700.1	Plasmodium falciparum 3D7	KLRAQ domain-containing protein, putative	1	64.78	64.78	51.57	50.61	28.95	93.52	97.73	64.93	67.9
PF3D7_0406800	PF3D7_0406800.1	Plasmodium falciparum 3D7	ribosomal protein L25, putative	1	41.25	41.25	26.55	36.61	35.52	45.42	43.49	40.69	61.8
PF3D7_0406900	PF3D7_0406900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	10.51	10.51	15.66	11.33	10.86	10.2	5.74	13.63	6.26
PF3D7_0407000	PF3D7_0407000.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	64.27	64.27	88.93	136.52	72.87	25.17	22.18	44.54	62.03
PF3D7_0407100	PF3D7_0407100.1	Plasmodium falciparum 3D7	methyltransferase, putative	1	60.49	60.49	71.83	67.57	62.93	42.74	63.06	48.22	67.81
PF3D7_0407200	PF3D7_0407200.1	Plasmodium falciparum 3D7	peptidyl-tRNA hydrolase 2, putative	1	92.02	92.02	62.49	131.44	142.91	58.07	73.69	89.51	89.29
PF3D7_0407300	PF3D7_0407300.1	Plasmodium falciparum 3D7	transcription factor, putative	1	143.84	143.84	160.03	207.03	202.63	64.79	98.53	114.39	164.02
PF3D7_0407400	PF3D7_0407400.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	81.34	81.34	66.56	62.98	112.67	56.06	79.95	59.68	132.23
PF3D7_0407500	PF3D7_0407500.1	Plasmodium falciparum 3D7	mitochondrial carrier protein, putative	1	50.90	50.9	33.95	63.08	54.82	29.7	42.39	27.89	105.79
PF3D7_0407600	PF3D7_0407600.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	6.80	6.8	6.51	9.47	8.55	5.79	4.32	7.32	5.63
PF3D7_0407700	PF3D7_0407700.1	Plasmodium falciparum 3D7	TH1 domain-containing protein, putative	1	145.69	145.69	234.59	87.46	48.34	256.75	142.99	216.54	54.4
PF3D7_0407800	PF3D7_0407800.1	Plasmodium falciparum 3D7	protein CINCH	1	320.24	320.24	388.57	158.47	60.4	741.31	337.48	484.01	79.01
PF3D7_0407900	PF3D7_0407900.1	Plasmodium falciparum 3D7	AAA family ATPase, putative	1	284.70	284.7	707.05	167.09	77.62	314.39	116.02	561.4	74.38
PF3D7_0408000	PF3D7_0408000.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	243.13	243.13	474	156.46	64.24	363.43	41.25	663.72	21.69
PF3D7_0408100	PF3D7_0408100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	95.32	95.32	154.62	107.38	80.31	97.87	81.1	110.17	60.05
PF3D7_0408200	PF3D7_0408200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	38.24	38.24	68.25	38.08	39.74	33.76	35.51	52.36	20.48
PF3D7_0408300	PF3D7_0408300.1	Plasmodium falciparum 3D7	zinc finger Ran-binding domain-containing protein 2, putative	1	146.69	146.69	128.04	206.56	244.51	98.9	114.09	112.6	153.43
PF3D7_0408400	PF3D7_0408400.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	34.27	34.27	30.57	34.17	22.41	30.62	41.78	26.75	55.66
PF3D7_0408500	PF3D7_0408500.1	Plasmodium falciparum 3D7	flap endonuclease 1	1	103.65	103.65	64.83	60.19	60.24	150.03	188.27	109.23	98.31
PF3D7_0408600	PF3D7_0408600.1	Plasmodium falciparum 3D7	sporozoite invasion-associated protein 1	1	15.86	15.86	16.54	20.3	11.04	18.29	9.55	23.38	12.18
PF3D7_0408700	PF3D7_0408700.1	Plasmodium falciparum 3D7	perforin-like protein 1	1	5.78	5.78	3.86	5.58	6.11	8.05	3.15	9.44	4.34
PF3D7_0408800	PF3D7_0408800.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	2.15 (2.33)	2.15 (2.33)	0.62	3.31	3.39	0.99	2.05	3.63	1.31
PF3D7_0408900	PF3D7_0408900.1	Plasmodium falciparum 3D7	tRNA N6-adenosine threonylcarbamoyltransferase	1	56.77	56.77	35.82	28.35	35.39	57.41	97.27	47.34	96.38
PF3D7_0408900	PF3D7_0408900.2	Plasmodium falciparum 3D7	tRNA N6-adenosine threonylcarbamoyltransferase	1	56.77	56.77	35.82	28.35	35.39	57.41	97.27	47.34	96.38
PF3D7_0409000	PF3D7_0409000.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	20.68	20.68	24.13	13.35	9.43	28.17	34.25	20.01	16.36
PF3D7_0409100	PF3D7_0409100.1	Plasmodium falciparum 3D7	U4/U6 small nuclear ribonucleoprotein PRP31, putative	1	209.51	209.51	267.89	246.88	266.57	157.01	152.29	192.98	190.47
PF3D7_0409200	PF3D7_0409200.1	Plasmodium falciparum 3D7	protein SOF1, putative	1	164.27	164.27	163.16	227.76	226.45	102.97	108.01	128.98	193.99
PF3D7_0409300	PF3D7_0409300.1	Plasmodium falciparum 3D7	methyltransferase, putative	1	72.74	72.74	71.27	100.74	94.16	39.01	48.44	49.72	106.98
