A0A140KXU9	PF3D7_API00100
Q8IHM9	PF3D7_1149400
Q8IHN1	PF3D7_1149200
Q8IHN2	PF3D7_1149100
Q8IHN5	PF3D7_1148900
Q8IHN6	PF3D7_1148800
Q8IHN7	PF3D7_1148700
Q8IHP1	PF3D7_1148000
Q8IHP2	PF3D7_1147900
Q8IHP3	PF3D7_1147800
Q8IHP4	PF3D7_1147700
Q8IHP5	PF3D7_1147600
Q8IHP6	PF3D7_1147500
Q8IHP7	PF3D7_1147300
Q8IHQ1	PF3D7_1146700
Q8IHQ2	PF3D7_1146600
Q8IHQ3	PF3D7_1146500
Q8IHQ6	PF3D7_1146200
Q8IHQ7	PF3D7_1146100
Q8IHQ8	PF3D7_1146000
Q8IHR0	PF3D7_1145800
Q8IHR1	PF3D7_1145700
Q8IHR3	PF3D7_1145500
Q8IHR4	PF3D7_1145400
Q8IHR5	PF3D7_1145200
Q8IHR6	PF3D7_1145100
Q8IHR7	PF3D7_1145000
Q8IHR8	PF3D7_1144900
Q8IHR9	PF3D7_1144800
Q8IHS0	PF3D7_1144700
Q8IHS1	PF3D7_1144600
Q8IHS2	PF3D7_1144500
Q8IHS3	PF3D7_1144400
Q8IHS4	PF3D7_1144200
Q8IHS5	PF3D7_1144000
Q8IHS6	PF3D7_1143900
Q8IHS7	PF3D7_1143800
Q8IHS8	PF3D7_1143700
Q8IHT0	PF3D7_1143600
Q8IHT1	PF3D7_1143500
Q8IHT2	PF3D7_1143400
Q8IHT3	PF3D7_1143300
Q8IHT4	PF3D7_1143200
Q8IHT5	PF3D7_1143100
Q8IHT6	PF3D7_1142900
Q8IHT7	PF3D7_1142800
Q8IHT8	PF3D7_1142700
Q8IHT9	PF3D7_1142600
Q8IHU0	PF3D7_1142500
Q8IHU1	PF3D7_1142400
Q8IHU2	PF3D7_1142300
Q8IHU3	PF3D7_1142200
Q8IHU5	PF3D7_1142000
Q8IHU6	PF3D7_1141900
Q8IHU7	PF3D7_1141800
Q8IHU8	PF3D7_1141700
Q8IHU9	PF3D7_1141600
Q8IHV0	PF3D7_1141500
Q8IHV1	PF3D7_1141400
Q8IHV2	PF3D7_1141300
Q8IHV4	PF3D7_1141100
Q8IHV5	PF3D7_1141000
Q8IHV6	PF3D7_1140900
Q8IHV7	PF3D7_1140800
Q8IHV8	PF3D7_1140700
Q8IHV9	PF3D7_1140600
Q8IHW0	PF3D7_1140500
Q8IHW1	PF3D7_1140400
Q8IHW2	PF3D7_1140300
Q8IHW3	PF3D7_1140200
Q8IHW4	PF3D7_1140100
Q8IHW5	PF3D7_1140000
Q8IHW7	PF3D7_1139900
Q8IHW8	PF3D7_1139800
Q8IHW9	PF3D7_1139700
Q8IHX0	PF3D7_1139600
Q8IHX1	PF3D7_1139500
Q8IHX2	PF3D7_1139300
Q8IHX3	PF3D7_1139200
Q8IHX4	PF3D7_1139100
Q8IHX6	PF3D7_1138800
Q8IHX8	PF3D7_1138700
Q8IHX9	PF3D7_1138600
Q8IHY0	PF3D7_1138500
Q8IHY2	PF3D7_1138200
Q8IHY3	PF3D7_1138100
Q8IHY6	PF3D7_1137900
Q8IHY7	PF3D7_1137700
Q8IHY8	PF3D7_1137600
Q8IHZ0	PF3D7_1137500
Q8IHZ1	PF3D7_1137400
Q8IHZ2	PF3D7_1137300
Q8IHZ3	PF3D7_1137200
Q8IHZ4	PF3D7_1137100
Q8IHZ5	PF3D7_1136900
Q8IHZ6	PF3D7_1136800
Q8IHZ7	PF3D7_1136700
Q8IHZ8	PF3D7_1136600
Q8IHZ9	PF3D7_1136500
Q8II00	PF3D7_1136400
Q8II01	PF3D7_1136300
Q8II02	PF3D7_1136200
Q8II03	PF3D7_1136100
Q8II05	PF3D7_1135900
Q8II06	PF3D7_1135800
Q8II07	PF3D7_1135600
Q8II11	PF3D7_1135400
Q8II12	PF3D7_1135300
Q8II13	PF3D7_1135100
Q8II14	PF3D7_1135000
Q8II15	PF3D7_1134900
Q8II16	PF3D7_1134800
Q8II17	PF3D7_1134700
Q8II18	PF3D7_1134600
Q8II19	PF3D7_1134500
Q8II20	PF3D7_1134400
Q8II21	PF3D7_1134300
Q8II22	PF3D7_1134200
Q8II23	PF3D7_1134100
Q8II24	PF3D7_1134000
Q8II26	PF3D7_1133900
Q8II27	PF3D7_1133800
Q8II28	PF3D7_1133700
Q8II29	PF3D7_1133600
Q8II30	PF3D7_1133500
Q8II31	PF3D7_1133300
Q8II32	PF3D7_1133200
Q8II33	PF3D7_1133100
Q8II34	PF3D7_1133000
Q8II35	PF3D7_1132900
Q8II36	PF3D7_1132800
Q8II36	Pf7G8-2_000355600
Q8II36	Pf7G8_110036700
Q8II36	PfCD01_110038300
Q8II36	PfDd2_110036100
Q8II36	PfGA01_110037100
Q8II36	PfGB4_110039400
Q8II36	PfGN01_110037400
Q8II36	PfHB3_110036300
Q8II36	PfIT_110037400
Q8II36	PfKE01_110037400
Q8II36	PfKH01_110037200
Q8II36	PfKH02_110038100
Q8II36	PfML01_110037700
Q8II36	PfNF135_110035900
Q8II36	PfNF166_110036100
Q8II36	PfNF54_110037000
Q8II36	PfSD01_110035500
Q8II36	PfSN01_110036000
Q8II36	PfTG01_110037300
Q8II37	PF3D7_1132700
Q8II38	PF3D7_1132600
Q8II40	PF3D7_1132500
Q8II41	PF3D7_1132400
Q8II42	PF3D7_1132300
Q8II43	PF3D7_1132200
Q8II44	PF3D7_1132100
Q8II45	PF3D7_1132000
Q8II46	PF3D7_1131900
Q8II47	PF3D7_1131800
Q8II49	PF3D7_1131500
Q8II50	PF3D7_1131400
Q8II51	PF3D7_1131300
Q8II52	PF3D7_1131200
Q8II53	PF3D7_1131100
Q8II54	PF3D7_1131000
Q8II55	PF3D7_1130900
Q8II56	PF3D7_1130800
Q8II57	PF3D7_1130700
Q8II58	PF3D7_1130600
Q8II59	PF3D7_1130500
Q8II60	PF3D7_1130400
Q8II61	PF3D7_1130200
Q8II62	PF3D7_1130100
Q8II63	PF3D7_1130000
Q8II64	PF3D7_1129900
Q8II65	PF3D7_1129800
Q8II66	PF3D7_1129700
Q8II67	PF3D7_1129600
Q8II69	PF3D7_1129400
Q8II70	PF3D7_1129300
Q8II71	PF3D7_1129200
Q8II72	PF3D7_1129100
Q8II73	PF3D7_1129000
Q8II76	PF3D7_1128700
Q8II77	PF3D7_1128600
Q8II78	PF3D7_1128500
Q8II79	PF3D7_1128400
Q8II80	PF3D7_1128300
Q8II81	PF3D7_1128200
Q8II82	PF3D7_1128100
Q8II83	PF3D7_1128000
Q8II84	PF3D7_1127900
Q8II85	PF3D7_1127800
Q8II86	PF3D7_1127700
Q8II87	PF3D7_1127600
Q8II88	PF3D7_1127500
Q8II89	PF3D7_1127400
Q8II90	PF3D7_1127300
Q8II91	PF3D7_1127200
Q8II92	PF3D7_1127100
Q8II93	PF3D7_1127000
Q8II94	PF3D7_1126900
Q8II95	PF3D7_1126800
Q8II97	PF3D7_1126700
Q8II98	PF3D7_1126600
Q8II99	PF3D7_1126500
Q8IIA0	PF3D7_1126400
Q8IIA2	PF3D7_1126200
Q8IIA3	PF3D7_1126100
Q8IIA4	PF3D7_1126000
Q8IIA5	PF3D7_1125900
Q8IIA6	PF3D7_1125800
Q8IIA7	PF3D7_1125700
Q8IIA8	PF3D7_1125500
Q8IIA9	PF3D7_1125400
Q8IIB0	PF3D7_1125300
Q8IIB2	PF3D7_1125100
Q8IIB3	PF3D7_1125000
Q8IIB4	PF3D7_1124900
Q8IIB5	PF3D7_1124800
Q8IIB6	PF3D7_1124700
Q8IIB7	PF3D7_1124600
Q8IIB8	PF3D7_1124500
Q8IIB9	PF3D7_1124400
Q8IIC0	PF3D7_1124300
Q8IIC2	PF3D7_1124100
Q8IIC3	PF3D7_1124000
Q8IIC4	PF3D7_1123900
Q8IIC5	PF3D7_1123800
Q8IIC6	PF3D7_1123700
Q8IIC7	PF3D7_1123600
Q8IIC8	PF3D7_1123500
Q8IIC9	PF3D7_1123400
Q8IID0	PF3D7_1123300
Q8IID1	PF3D7_1123200
Q8IID2	PF3D7_1123100
Q8IID3	PF3D7_1123000
Q8IID5	PF3D7_1122800
Q8IID6	PF3D7_1122700
Q8IIE0	PF3D7_1122600
Q8IIE1	PF3D7_1122500
Q8IIE2	PF3D7_1122400
Q8IIE3	PF3D7_1122300
Q8IIE4	PF3D7_1122200
Q8IIE5	PF3D7_1122100
Q8IIE6	PF3D7_1122000
Q8IIE7	PF3D7_1121900
Q8IIE8	PF3D7_1121800
Q8IIE9	PF3D7_1121700
Q8IIF0	PF3D7_1121600
Q8IIF1	PF3D7_1121500
Q8IIF2	PF3D7_1121400
Q8IIF4	PF3D7_1121300
Q8IIF5	PF3D7_1121200
Q8IIF6	PF3D7_1121100
Q8IIF7	PF3D7_1121000
Q8IIF8	PF3D7_1120900
Q8IIF9	PF3D7_1120800
Q8IIG0	PF3D7_1120700
Q8IIG1	PF3D7_1120600
Q8IIG2	PF3D7_1120500
Q8IIG3	PF3D7_1120400
Q8IIG4	PF3D7_1120300
Q8IIG5	PF3D7_1120200
Q8IIG6	PF3D7_1120100
Q8IIG7	PF3D7_1120000
Q8IIG8	PF3D7_1119900
Q8IIG9	PF3D7_1119800
Q8IIH0	PF3D7_1119700
Q8IIH1	PF3D7_1119600
Q8IIH2	PF3D7_1119500
Q8IIH3	PF3D7_1119400
Q8IIH4	PF3D7_1119300
Q8IIH6	PF3D7_1119100
Q8IIH7	PF3D7_1119000
Q8IIH8	PF3D7_1118900
Q8IIH9	PF3D7_1118800
Q8III1	PF3D7_1118700
Q8III2	PF3D7_1118600
Q8III3	PF3D7_1118500
Q8III4	PF3D7_1118400
Q8III5	PF3D7_1118300
Q8III6	PF3D7_1118200
Q8III7	PF3D7_1118100
Q8III8	PF3D7_1118000
Q8III9	PF3D7_1117900
Q8IIJ0	PF3D7_1117800
Q8IIJ1	PF3D7_1117600
Q8IIJ2	PF3D7_1117500
Q8IIJ3	PF3D7_1117400
Q8IIJ4	PF3D7_1117300
Q8IIJ6	PF3D7_1117100
Q8IIJ7	PF3D7_1117000
Q8IIJ8	PF3D7_1116800
Q8IIJ9	PF3D7_1116700
Q8IIK0	PF3D7_1116600
Q8IIK1	PF3D7_1116500
Q8IIK2	PF3D7_1116400
Q8IIK3	PF3D7_1116300
Q8IIK4	PF3D7_1116200
Q8IIK5	PF3D7_1116000
Q8IIK6	PF3D7_1115900
Q8IIK7	PF3D7_1115800
Q8IIK8	PF3D7_1115600
Q8IIK9	PF3D7_1115500
Q8IIL0	PF3D7_1115400
Q8IIL1	PF3D7_1115200
Q8IIL2	PF3D7_1115000
Q8IIL3	PF3D7_1114900
Q8IIL4	PF3D7_1114800
Q8IIL5	PF3D7_1114700
Q8IIL6	PF3D7_1114600
Q8IIL7	PF3D7_1114500
Q8IIL8	PF3D7_1114400
Q8IIL9	PF3D7_1114200
Q8IIM2	PF3D7_1114100
Q8IIM3	PF3D7_1114000
Q8IIM4	PF3D7_1113800
Q8IIM5	PF3D7_1113700
Q8IIM6	PF3D7_1113600
Q8IIM7	PF3D7_1113500
Q8IIM8	PF3D7_1113400
Q8IIM9	PF3D7_1113300
Q8IIN0	PF3D7_1113200
Q8IIN1	PF3D7_1113100
Q8IIN5	PF3D7_1112800
Q8IIN6	PF3D7_1112700
Q8IIN7	PF3D7_1112600
Q8IIN8	PF3D7_1112500
Q8IIN9	PF3D7_1112400
Q8IIP0	PF3D7_1112300
Q8IIP1	PF3D7_1112200
Q8IIP2	PF3D7_1112100
Q8IIP3	PF3D7_1112000
Q8IIP4	PF3D7_1111900
Q8IIP5	PF3D7_1111800
Q8IIP6	PF3D7_1111700
Q8IIP8	PF3D7_1111400
Q8IIP9	PF3D7_1111300
Q8IIQ0	PF3D7_1111200
Q8IIQ1	PF3D7_1111100
Q8IIQ2	PF3D7_1111000
Q8IIQ3	PF3D7_1110900
Q8IIQ5	PF3D7_1110600
Q8IIQ6	PF3D7_1110500
Q8IIQ7	PF3D7_1110400
Q8IIQ9	PF3D7_1110300
Q8IIR0	PF3D7_1110200
Q8IIR2	PF3D7_1109400
Q8IIR3	PF3D7_1109100
Q8IIR4	PF3D7_1108900
Q8IIR5	PF3D7_1108800
Q8IIR6	PF3D7_1108700
Q8IIR7	PF3D7_1108600
Q8IIR8	PF3D7_1108500
Q8IIR9	PF3D7_1108400
Q8IIS0	PF3D7_1108200
Q8IIS1	PF3D7_1108100
Q8IIS2	PF3D7_1108000
Q8IIS3	PF3D7_1107900
Q8IIS4	PF3D7_1107800
Q8IIS5	PF3D7_1107700
Q8IIS6	PF3D7_1107600
Q8IIS7	PF3D7_1107500
Q8IIS8	PF3D7_1107400
Q8IIT1	PF3D7_1107200
Q8IIT2	PF3D7_1107100
Q8IIT3	PF3D7_1107000
Q8IIT4	PF3D7_1106900
Q8IIT5	PF3D7_1106800
Q8IIT6	PF3D7_1106700
Q8IIT7	PF3D7_1106600
Q8IIT8	PF3D7_1106500
Q8IIT9	PF3D7_1106400
Q8IIU1	PF3D7_1106200
Q8IIU2	PF3D7_1106100
Q8IIU3	PF3D7_1106000
Q8IIU4	PF3D7_1105900
Q8IIU5	PF3D7_1105800
Q8IIU6	PF3D7_1105700
Q8IIU7	PF3D7_1105600
Q8IIU8	PF3D7_1105400
Q8IIU9	PF3D7_1105300
Q8IIV0	PF3D7_1105200
Q8IIV1	PF3D7_1105100
Q8IIV2	PF3D7_1105000
Q8IIV3	PF3D7_1104900
Q8IIV4	PF3D7_1104800
Q8IIV5	PF3D7_1104700
Q8IIV6	PF3D7_1104600
Q8IIV7	PF3D7_1104500
Q8IIV8	PF3D7_1104400
Q8IIV9	PF3D7_1104300
Q8IIW0	PF3D7_1104200
Q8IIW1	PF3D7_1104100
Q8IIW2	PF3D7_1104000
Q8IIW3	PF3D7_1103900
Q8IIW5	PF3D7_1103700
Q8IIW6	PF3D7_1103600
Q8IIW8	PF3D7_1103500
Q8IIW9	PF3D7_1103400
Q8IIX0	PF3D7_1103100
Q8IIX1	PF3D7_1103000
Q8IIX2	PF3D7_1102900
Q8IIX3	PF3D7_1102800
Q8IIX4	PF3D7_1102600
Q8IIX5	PF3D7_1102500
Q8IIX6	PF3D7_1102400
Q8IIX7	PF3D7_1102300
Q8IIX8	PF3D7_1102200
Q8IIY1	PF3D7_1101700
Q8IIY2	PF3D7_1101500
Q8IIY3	PF3D7_1101300
Q8IIY4	PF3D7_1101200
Q8IIY5	PF3D7_1101100
Q8IIY8	PF3D7_1100800
Q8IIZ1	PF3D7_1100500
Q8IIZ2	PF3D7_1100400
Q8IIZ3	PF3D7_1100300
Q8IIZ5	PF3D7_1100100
Q8IIZ6	PF3D7_1041300
Q8IIZ7	PF3D7_1041200
Q8IIZ8	PF3D7_1041100
Q8IIZ9	PF3D7_1041000
Q8IJ00	PF3D7_1040900
Q8IJ01	PF3D7_1040800
Q8IJ02	PF3D7_1040700
Q8IJ04	PF3D7_1040500
Q8IJ05	PF3D7_1040400
Q8IJ06	PF3D7_1040300
Q8IJ07	PF3D7_1040200
Q8IJ08	PF3D7_1040100
Q8IJ09	PF3D7_1040000
Q8IJ10	PF3D7_1039900
Q8IJ11	PF3D7_1039700
Q8IJ21	PF3D7_1039000
Q8IJ22	PF3D7_1038900
Q8IJ23	PF3D7_1038800
Q8IJ25	PF3D7_1038600
Q8IJ26	PF3D7_1038500
Q8IJ27	PF3D7_1038100
Q8IJ28	PF3D7_1038000
Q8IJ29	PF3D7_1037800
Q8IJ30	PF3D7_1037700
Q8IJ31	PF3D7_1037600
Q8IJ32	PF3D7_1037500
Q8IJ33	PF3D7_1037400
Q8IJ34	PF3D7_1037300
Q8IJ37	PF3D7_1037100
Q8IJ40	PF3D7_1036800
Q8IJ42	PF3D7_1036600
Q8IJ43	PF3D7_1036500
Q8IJ45	PF3D7_1036300
Q8IJ48	PF3D7_1036000
Q8IJ49	PF3D7_1035900
Q8IJ50	PF3D7_1035800
Q8IJ52	PF3D7_1035700
Q8IJ53	PF3D7_1035600
Q8IJ54	PF3D7_1035500
Q8IJ55	PF3D7_1035400
Q8IJ56	PF3D7_1035300
Q8IJ58	PF3D7_1035100
Q8IJ59	PF3D7_1035000
Q8IJ60	PF3D7_1034900
Q8IJ63	PF3D7_1034700
Q8IJ64	PF3D7_1034600
Q8IJ65	PF3D7_1034500
Q8IJ66	PF3D7_1034400
Q8IJ67	PF3D7_1034300
Q8IJ68	PF3D7_1034200
Q8IJ69	PF3D7_1034000
Q8IJ70	PF3D7_1033900
Q8IJ71	PF3D7_1033800
Q8IJ72	PF3D7_1033700
Q8IJ73	PF3D7_1033500
Q8IJ74	PF3D7_1033400
Q8IJ75	PF3D7_1033300
Q8IJ76	PF3D7_1033200
Q8IJ77	PF3D7_1033100
Q8IJ78	PF3D7_1033000
Q8IJ79	PF3D7_1032900
Q8IJ80	PF3D7_1032700
Q8IJ81	PF3D7_1032600
Q8IJ82	PF3D7_1032500
Q8IJ83	PF3D7_1032400
Q8IJ84	PF3D7_1032300
Q8IJ85	PF3D7_1032100
Q8IJ86	PF3D7_1032000
Q8IJ87	PF3D7_1031800
Q8IJ88	PF3D7_1031700
Q8IJ89	PF3D7_1031600
Q8IJ90	PF3D7_1031500
Q8IJ92	PF3D7_1031300
Q8IJ93	PF3D7_1031200
Q8IJ95	PF3D7_1031100
Q8IJ96	PF3D7_1030900
Q8IJ97	PF3D7_1030800
Q8IJ98	PF3D7_1030700
Q8IJ99	PF3D7_1030600
Q8IJA0	PF3D7_1030500
Q8IJA1	PF3D7_1030400
Q8IJA2	PF3D7_1030300
Q8IJA3	PF3D7_1030200
Q8IJA4	PF3D7_1030100
Q8IJA5	PF3D7_1030000
Q8IJA6	PF3D7_1029900
Q8IJA7	PF3D7_1029800
Q8IJA8	PF3D7_1029700
Q8IJA9	PF3D7_1029600
Q8IJB0	PF3D7_1029500
Q8IJB1	PF3D7_1029400
Q8IJB2	PF3D7_1029300
Q8IJB3	PF3D7_1029200
Q8IJB4	PF3D7_1029100
Q8IJB5	PF3D7_1028900
Q8IJB6	PF3D7_1028800
Q8IJB7	PF3D7_1028700
Q8IJB8	PF3D7_1028600
Q8IJB9	PF3D7_1028500
Q8IJC0	PF3D7_1028400
Q8IJC1	PF3D7_1028300
Q8IJC2	PF3D7_1028200
Q8IJC3	PF3D7_1028100
Q8IJC4	PF3D7_1028000
Q8IJC6	PF3D7_1027800
Q8IJC7	PF3D7_1027700
Q8IJC8	PF3D7_1027500
Q8IJC9	PF3D7_1027400
Q8IJD0	PF3D7_1027300
Q8IJD1	PF3D7_1027200
Q8IJD2	PF3D7_1027100
Q8IJD3	PF3D7_1027000
Q8IJD4	PF3D7_1026800
Q8IJD6	PF3D7_1026600
Q8IJD7	PF3D7_1026400
Q8IJD8	PF3D7_1026300
Q8IJD9	PF3D7_1026200
Q8IJE0	PF3D7_1026100
Q8IJE1	PF3D7_1026000
Q8IJE5	PF3D7_1025700
Q8IJE6	PF3D7_1025600
Q8IJF0	PF3D7_1025400
Q8IJF2	PF3D7_1025300
Q8IJF3	PF3D7_1025100
Q8IJF4	PF3D7_1025000
Q8IJF5	PF3D7_1024900
Q8IJF6	PF3D7_1024800
Q8IJF7	PF3D7_1024700
Q8IJF8	PF3D7_1024600
Q8IJG0	PF3D7_1024500
Q8IJG1	PF3D7_1024400
Q8IJG2	PF3D7_1024300
Q8IJG3	PF3D7_1024200
Q8IJG4	PF3D7_1024100
Q8IJG5	PF3D7_1024000
Q8IJG7	PF3D7_1023800
Q8IJG8	PF3D7_1023700
Q8IJG9	PF3D7_1023600
Q8IJH0	PF3D7_1023500
Q8IJH1	PF3D7_1023400
Q8IJH2	PF3D7_1023300
Q8IJH3	PF3D7_1023200
Q8IJH5	PF3D7_1023000
Q8IJH6	PF3D7_1022900
Q8IJH7	PF3D7_1022800
Q8IJH8	PF3D7_1022700
Q8IJH9	PF3D7_1022600
Q8IJI0	PF3D7_1022400
Q8IJI1	PF3D7_1022300
Q8IJI2	PF3D7_1022200
Q8IJI3	PF3D7_1022000
Q8IJI4	PF3D7_1021900
Q8IJI7	PF3D7_1021600
Q8IJI8	PF3D7_1021500
Q8IJJ0	PF3D7_1021300
Q8IJJ1	PF3D7_1021200
Q8IJJ2	PF3D7_1021100
Q8IJJ3	PF3D7_1021000
Q8IJJ4	PF3D7_1020800
Q8IJJ5	PF3D7_1020700
Q8IJJ6	PF3D7_1020600
Q8IJJ7	PF3D7_1020500
Q8IJJ8	PF3D7_1020400
Q8IJJ9	PF3D7_1020300
Q8IJK0	PF3D7_1020200
Q8IJK1	PF3D7_1020000
Q8IJK2	PF3D7_1019900
Q8IJK4	PF3D7_1019800
Q8IJK5	PF3D7_1019700
Q8IJK6	PF3D7_1019600
Q8IJK8	PF3D7_1019400
Q8IJL0	PF3D7_1019200
Q8IJL1	PF3D7_1019100
Q8IJL2	PF3D7_1019000
Q8IJL3	PF3D7_1018900
Q8IJL4	PF3D7_1018800
Q8IJL5	PF3D7_1018700
Q8IJL6	PF3D7_1018600
Q8IJL7	PF3D7_1018400
Q8IJL9	PF3D7_1018100
Q8IJM0	PF3D7_1017900
Q8IJM1	PF3D7_1017800
Q8IJM2	PF3D7_1017700
Q8IJM3	PF3D7_1017600
Q8IJM4	PF3D7_1017500
Q8IJM5	PF3D7_1017400
Q8IJM6	PF3D7_1017300
Q8IJM7	PF3D7_1017200
Q8IJM8	PF3D7_1017100
Q8IJM9	PF3D7_1016900
Q8IJN0	PF3D7_1016800
Q8IJN1	PF3D7_1016700
Q8IJN2	PF3D7_1016500
Q8IJN3	PF3D7_1016400
Q8IJN4	PF3D7_1016200
Q8IJN5	PF3D7_1016100
Q8IJN6	PF3D7_1016000
Q8IJN7	PF3D7_1015900
Q8IJN8	PF3D7_1015800
Q8IJN9	PF3D7_1015600
Q8IJP0	PF3D7_1015500
Q8IJP1	PF3D7_1015400
Q8IJP2	PF3D7_1015300
Q8IJP3	PF3D7_1015200
Q8IJP4	PF3D7_1015100
Q8IJP5	PF3D7_1015000
Q8IJP6	PF3D7_1014900
Q8IJP7	PF3D7_1014800
Q8IJP8	PF3D7_1014700
Q8IJP9	PF3D7_1014600
Q8IJQ0	PF3D7_1014500
Q8IJQ1	PF3D7_1014400
Q8IJQ2	PF3D7_1014300
Q8IJQ3	PF3D7_1014200
Q8IJQ4	PF3D7_1014100
Q8IJQ6	PF3D7_1013900
Q8IJQ7	PF3D7_1013800
Q8IJQ8	PF3D7_1013700
Q8IJQ9	PF3D7_1013600
Q8IJR0	PF3D7_1013500
Q8IJR2	PF3D7_1013300
Q8IJR3	PF3D7_1013200
Q8IJR4	PF3D7_1013100
Q8IJR5	PF3D7_1013000
Q8IJR6	PF3D7_1012900
Q8IJR7	PF3D7_1012800
Q8IJR8	PF3D7_1012700
Q8IJR9	PF3D7_1012600
Q8IJR9	Pf7G8-2_000298200
Q8IJR9	Pf7G8_100017000
Q8IJR9	PfCD01_100017800
Q8IJR9	PfDd2_100018000
Q8IJR9	PfGA01_100017900
Q8IJR9	PfGB4_100017600
Q8IJR9	PfGN01_100018200
Q8IJR9	PfHB3_100017000
Q8IJR9	PfIT_100016600
Q8IJR9	PfKE01_100017900
Q8IJR9	PfKH01_100017200
Q8IJR9	PfKH02_100018100
Q8IJR9	PfML01_100016900
Q8IJR9	PfNF135_100018000
Q8IJR9	PfNF166_100017500
Q8IJR9	PfNF54_100017800
Q8IJR9	PfSD01_100017300
Q8IJR9	PfSN01_100018000
Q8IJR9	PfTG01_100017800
Q8IJS0	PF3D7_1012500
Q8IJS1	PF3D7_1012400
Q8IJS2	PF3D7_1012300
Q8IJS3	PF3D7_1012200
Q8IJS4	PF3D7_1012100
Q8IJS5	PF3D7_1012000
Q8IJS6	PF3D7_1011900
Q8IJS7	PF3D7_1011800
Q8IJS8	PF3D7_1011700
Q8IJS9	PF3D7_1011600
Q8IJT0	PF3D7_1011500
Q8IJT1	PF3D7_1011400
Q8IJT2	PF3D7_1011300
Q8IJT3	PF3D7_1011200
Q8IJT4	PF3D7_1011100
Q8IJT5	PF3D7_1011000
Q8IJT6	PF3D7_1010900
Q8IJT7	PF3D7_1010800
Q8IJT8	PF3D7_1010700
Q8IJT9	PF3D7_1010600
Q8IJU0	PF3D7_1010500
Q8IJU1	PF3D7_1010400
Q8IJU2	PF3D7_1010300
Q8IJU3	PF3D7_1010200
Q8IJU4	PF3D7_1010100
Q8IJU5	PF3D7_1010000
Q8IJU6	PF3D7_1009900
Q8IJU7	PF3D7_1009800
Q8IJU8	PF3D7_1009700
Q8IJV0	PF3D7_1009500
Q8IJV1	PF3D7_1009400
Q8IJV2	PF3D7_1009300
Q8IJV3	PF3D7_1009200
Q8IJV4	PF3D7_1009100
Q8IJV5	PF3D7_1009000
Q8IJV6	PF3D7_1008900
Q8IJV6	Pf7G8-2_000294600
Q8IJV6	Pf7G8_100013300
Q8IJV6	PfCD01_100014100
Q8IJV6	PfDd2_100014200
Q8IJV6	PfGA01_100014200
Q8IJV6	PfGB4_100013900
Q8IJV6	PfGN01_100014500
Q8IJV6	PfHB3_100013300
Q8IJV6	PfIT_100012900
Q8IJV6	PfKE01_100014200
Q8IJV6	PfKH01_100013500
Q8IJV6	PfKH02_100014300
Q8IJV6	PfML01_100013200
Q8IJV6	PfNF135_100014400
Q8IJV6	PfNF166_100013900
Q8IJV6	PfNF54_100014100
Q8IJV6	PfSD01_100013600
Q8IJV6	PfSN01_100014300
Q8IJV6	PfTG01_100014100
Q8IJV7	PF3D7_1008800
Q8IJV8	PF3D7_1008600
Q8IJV9	PF3D7_1008500
Q8IJW0	PF3D7_1008400
Q8IJW1	PF3D7_1008200
Q8IJW3	PF3D7_1008000
Q8IJW4	PF3D7_1007900
Q8IJW5	PF3D7_1007800
Q8IJW6	PF3D7_1007700
Q8IJW7	PF3D7_1007600
Q8IJW8	PF3D7_1007400
Q8IJW9	PF3D7_1007300
Q8IJX0	PF3D7_1007200
Q8IJX1	PF3D7_1007000
Q8IJX2	PF3D7_1006900
Q8IJX3	PF3D7_1006800
Q8IJX4	PF3D7_1006700
Q8IJX5	PF3D7_1006600
Q8IJX6	PF3D7_1006500
Q8IJX7	PF3D7_1006400
Q8IJX8	PF3D7_1006200
Q8IJY0	PF3D7_1006000
Q8IJY1	PF3D7_1005900
Q8IJY2	PF3D7_1005800
Q8IJY3	PF3D7_1005700
Q8IJY5	PF3D7_1005400
Q8IJY6	PF3D7_1005300
Q8IJY7	PF3D7_1005100
Q8IJY8	PF3D7_1004900
Q8IJY9	PF3D7_1004800
Q8IJZ0	PF3D7_1004700
Q8IJZ1	PF3D7_1004600
Q8IJZ2	PF3D7_1004500
Q8IJZ3	PF3D7_1004400
Q8IJZ4	PF3D7_1004300
Q8IJZ6	PF3D7_1004100
Q8IJZ7	PF3D7_1004000
Q8IJZ8	PF3D7_1003900
Q8IJZ9	PF3D7_1003800
Q8IK00	PF3D7_1003700
Q8IK01	PF3D7_1003600
Q8IK02	PF3D7_1003500
Q8IK03	PF3D7_1003400
Q8IK04	PF3D7_1003300
Q8IK05	PF3D7_1003200
Q8IK06	PF3D7_1003000
Q8IK07	PF3D7_1002900
Q8IK08	PF3D7_1002800
Q8IK09	PF3D7_1002700
Q8IK10	PF3D7_1002600
Q8IK11	PF3D7_1002500
Q8IK12	PF3D7_1002400
Q8IK13	PF3D7_1002300
Q8IK14	PF3D7_1002200
Q8IK15	PF3D7_1002100
Q8IK16	PF3D7_1002000
Q8IK17	PF3D7_1001900
Q8IK18	PF3D7_1001800
Q8IK19	PF3D7_1001700
Q8IK20	PF3D7_1001600
Q8IK21	PF3D7_1001500
Q8IK22	PF3D7_1001400
Q8IK23	PF3D7_1001300
Q8IK24	PF3D7_1001200
Q8IK25	PF3D7_1001100
