Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL
PF3D7_0316400	PF3D7_0316400.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:662,081..665,690(-)	CS domain-containing protein, putative	N/A	N/A	N/A	N/A	N/A	N/A	GO:0020011;GO:0005634	apicoplast;nucleus	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0316500	PF3D7_0316500.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:665,769..669,165(+)	kinetochore protein NUF2, putative	GO:0031262;GO:0000776	Ndc80 complex;kinetochore	N/A	N/A	N/A	N/A	GO:0031262;GO:0000775;GO:0000778;GO:0000776;GO:0005634	Ndc80 complex;chromosome, centromeric region;condensed nuclear chromosome kinetochore;kinetochore;nucleus	GO:0044877	protein-containing complex binding	GO:0051315;GO:0007059;GO:0051383;GO:0045132;GO:0007052	attachment of mitotic spindle microtubules to kinetochore;chromosome segregation;kinetochore organization;meiotic chromosome segregation;mitotic spindle organization	N/A	N/A
PF3D7_0316600	PF3D7_0316600.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:668,469..672,475(-)	formate-nitrite transporter	GO:0016020	membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	GO:0009986;GO:0005887;GO:0005886	cell surface;integral component of plasma membrane;plasma membrane	GO:0015513;GO:0015650	high-affinity secondary active nitrite transmembrane transporter activity;lactate:proton symporter activity	GO:0006846;GO:0015724;GO:0035873;GO:0015707;GO:0006848;GO:0009410	acetate transport;formate transport;lactate transmembrane transport;nitrite transport;pyruvate transport;response to xenobiotic stimulus	N/A	N/A
PF3D7_0316700	PF3D7_0316700.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:673,290..676,084(+)	protein YOP1, putative	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	GO:0009986;GO:0005783;GO:0005634	cell surface;endoplasmic reticulum;nucleus	N/A	N/A	GO:0007029;GO:0071786	endoplasmic reticulum organization;endoplasmic reticulum tubular network organization	N/A	N/A
PF3D7_0316800	PF3D7_0316800.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:676,699..679,176(+)	40S ribosomal protein S15A, putative	GO:0005840	ribosome	GO:0003735	structural constituent of ribosome	GO:0006412	translation	GO:0022627;GO:0005634	cytosolic small ribosomal subunit;nucleus	GO:0003723;GO:0003735	RNA binding;structural constituent of ribosome	GO:0006412	translation	N/A	N/A
PF3D7_0316900	PF3D7_0316900.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:678,813..681,861(-)	E3 ubiquitin-protein ligase, putative	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	GO:0020011;GO:0005737	apicoplast;cytoplasm	GO:0061630;GO:0004842;GO:0008270	ubiquitin protein ligase activity;ubiquitin-protein transferase activity;zinc ion binding	GO:0016567	protein ubiquitination	6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)	2.3.2.27 (RING-type E3 ubiquitin transferase);6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)
PF3D7_0317000	PF3D7_0317000.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:682,236..684,432(-)	proteasome subunit alpha type-3, putative	GO:0005839;GO:0019773	proteasome core complex;proteasome core complex, alpha-subunit complex	N/A	N/A	GO:0051603;GO:0006511	proteolysis involved in cellular protein catabolic process;ubiquitin-dependent protein catabolic process	GO:0005737;GO:0005634;GO:0005839;GO:0019773	cytoplasm;nucleus;proteasome core complex;proteasome core complex, alpha-subunit complex	GO:0004175	endopeptidase activity	GO:0010498;GO:0010499;GO:0043161;GO:0006511	proteasomal protein catabolic process;proteasomal ubiquitin-independent protein catabolic process;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process	3.4.25.1 (Proteasome endopeptidase complex)	3.4.25.1 (Proteasome endopeptidase complex)
PF3D7_0317100	PF3D7_0317100.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:686,282..689,482(+)	6-cysteine protein B9	N/A	N/A	N/A	N/A	N/A	N/A	GO:0020009;GO:0005886	microneme;plasma membrane	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0317200	PF3D7_0317200.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:689,618..696,787(-)	cdc2-related protein kinase 4	N/A	N/A	GO:0005524;GO:0004693;GO:0004672	ATP binding;cyclin-dependent protein serine/threonine kinase activity;protein kinase activity	GO:0006468	protein phosphorylation	GO:0005829;GO:0005634;GO:0005956	cytosol;nucleus;protein kinase CK2 complex	GO:0004672;GO:0004674	protein kinase activity;protein serine/threonine kinase activity	GO:0006260;GO:0000278;GO:0018105;GO:0018107;GO:0006468;GO:0051726	DNA replication;mitotic cell cycle;peptidyl-serine phosphorylation;peptidyl-threonine phosphorylation;protein phosphorylation;regulation of cell cycle	2.7.11.22 (Cyclin-dependent kinase)	2.7.11.22 (Cyclin-dependent kinase)
PF3D7_0317300	PF3D7_0317300.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:698,789..710,430(-)	nucleoporin NUP335, putative	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737;GO:0005789;GO:0016020;GO:0034399;GO:0005634	cytoplasm;endoplasmic reticulum membrane;membrane;nuclear periphery;nucleus	GO:0003700;GO:0005515;GO:0043565	DNA-binding transcription factor activity;protein binding;sequence-specific DNA binding	GO:0045893;GO:0016540	positive regulation of transcription, DNA-templated;protein autoprocessing	N/A	N/A
PF3D7_0317400	PF3D7_0317400.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:711,998..714,150(-)	DNA replication complex GINS protein, putative	GO:0005634	nucleus	N/A	N/A	GO:0032508;GO:0006260	DNA duplex unwinding;DNA replication	GO:0000811;GO:0031298	GINS complex;replication fork protection complex	N/A	N/A	GO:0000727	double-strand break repair via break-induced replication	N/A	N/A
PF3D7_0317500	PF3D7_0317500.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:716,493..722,640(-)	kinesin-5	N/A	N/A	GO:0005524;GO:0008017;GO:0003777	ATP binding;microtubule binding;microtubule motor activity	GO:0007018	microtubule-based movement	GO:0005871;GO:0005634	kinesin complex;nucleus	GO:0016887;GO:0008017;GO:0003777;GO:0008574	ATP hydrolysis activity;microtubule binding;microtubule motor activity;plus-end-directed microtubule motor activity	GO:0007018;GO:0009410	microtubule-based movement;response to xenobiotic stimulus	N/A	N/A
PF3D7_0317600	PF3D7_0317600.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:724,394..726,450(+)	40S ribosomal protein S11, putative	GO:0005840	ribosome	GO:0003735	structural constituent of ribosome	GO:0006412	translation	GO:0022627;GO:1903561;GO:0005634	cytosolic small ribosomal subunit;extracellular vesicle;nucleus	GO:0003735	structural constituent of ribosome	GO:0006412	translation	N/A	N/A
PF3D7_0317700	PF3D7_0317700.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:727,544..738,158(+)	CPSF (cleavage and polyadenylation specific factor), subunit A, putative	GO:0005634	nucleus	GO:0003676;GO:0005515	nucleic acid binding;protein binding	GO:0006281	DNA repair	GO:0031461;GO:0005634	cullin-RING ubiquitin ligase complex;nucleus	GO:0003684	damaged DNA binding	GO:0006289;GO:0043161	nucleotide-excision repair;proteasome-mediated ubiquitin-dependent protein catabolic process	N/A	N/A
PF3D7_0317800	PF3D7_0317800.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:737,151..739,019(-)	26S proteasome non-ATPase regulatory subunit 9, putative	N/A	N/A	GO:0005515	protein binding	GO:0070682	proteasome regulatory particle assembly	GO:0005737;GO:0005634;GO:0005838	cytoplasm;nucleus;proteasome regulatory particle	N/A	N/A	GO:0070682;GO:0006511	proteasome regulatory particle assembly;ubiquitin-dependent protein catabolic process	N/A	3.4.25.1 (Proteasome endopeptidase complex)
PF3D7_0317900	PF3D7_0317900.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:739,193..742,054(+)	conserved protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0318000	PF3D7_0318000.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:742,191..742,799(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0318100	PF3D7_0318100.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:743,870..745,191(+)	stomatin-like protein, putative	GO:0016020	membrane	N/A	N/A	N/A	N/A	GO:0005739;GO:0005634	mitochondrion;nucleus	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0318200	PF3D7_0318200.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:747,275..756,485(+)	DNA-directed RNA polymerase II subunit RPB1	N/A	N/A	GO:0003677;GO:0003899;GO:0046872	DNA binding;DNA-directed 5'-3' RNA polymerase activity;metal ion binding	GO:0006366;GO:0006351	transcription by RNA polymerase II;transcription, DNA-templated	GO:0005665;GO:0005634	RNA polymerase II, core complex;nucleus	GO:0003899;GO:0005515	DNA-directed 5'-3' RNA polymerase activity;protein binding	GO:0006366	transcription by RNA polymerase II	2.7.7.6 (DNA-directed RNA polymerase)	2.7.7.6 (DNA-directed RNA polymerase)
PF3D7_0318300	PF3D7_0318300.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:756,194..760,677(-)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0318400	PF3D7_0318400.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:761,693..765,439(-)	coiled-coil domain-containing protein CCDC148/CCDC112, putative	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0318500	PF3D7_0318500.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:766,814..782,795(+)	conserved Plasmodium protein, unknown function	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0318600	PF3D7_0318600.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:782,940..787,364(-)	cleavage and polyadenylation specificity factor, putative	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005847;GO:0005634	mRNA cleavage and polyadenylation specificity factor complex;nucleus	GO:0003729	mRNA binding	GO:0006379;GO:0006378;GO:0016180	mRNA cleavage;mRNA polyadenylation;snRNA processing	N/A	N/A
PF3D7_0318700	PF3D7_0318700.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:788,145..789,211(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0318800	PF3D7_0318800.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:789,497..791,504(+)	triosephosphate isomerase, putative	N/A	N/A	GO:0003824;GO:0004807	catalytic activity;triose-phosphate isomerase activity	N/A	N/A	GO:0020011;GO:0005829	apicoplast;cytosol	GO:0004807	triose-phosphate isomerase activity	GO:0006094;GO:0046166;GO:0019563;GO:0006096	gluconeogenesis;glyceraldehyde-3-phosphate biosynthetic process;glycerol catabolic process;glycolytic process	5.3.1.1 (Triose-phosphate isomerase)	5.3.1.1 (Triose-phosphate isomerase)
PF3D7_0318900	PF3D7_0318900.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:791,312..794,096(-)	PAT complex subunit CCDC47, putative	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	GO:0005783	endoplasmic reticulum	GO:0003723;GO:0005509	RNA binding;calcium ion binding	N/A	N/A	N/A	N/A
PF3D7_0319000	PF3D7_0319000.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:794,521..801,871(+)	P4-type ATPase ATP7, putative	GO:0016021	integral component of membrane	GO:0005524;GO:0140326;GO:0016787;GO:0000287;GO:0000166	ATP binding;ATPase-coupled intramembrane lipid transporter activity;hydrolase activity;magnesium ion binding;nucleotide binding	GO:0015914	phospholipid transport	GO:0005737;GO:0005887;GO:0005886	cytoplasm;integral component of plasma membrane;plasma membrane	GO:0140326;GO:0015662;GO:0140345	ATPase-coupled intramembrane lipid transporter activity;P-type ion transporter activity;phosphatidylcholine flippase activity	GO:0006812;GO:0045332	cation transport;phospholipid translocation	3.6.3.1 (Transferred entry: 7.6.2.1);7.6.2.1 (P-type phospholipid transporter)	3.6.3.1 (Transferred entry: 7.6.2.1);7.6.2.1 (P-type phospholipid transporter)
PF3D7_0319100	PF3D7_0319100.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:801,493..803,378(-)	E3 ubiquitin-protein ligase RBX1	N/A	N/A	GO:0008270	zinc ion binding	N/A	N/A	GO:0019005;GO:0031461;GO:0005737;GO:0005634;GO:0000151	SCF ubiquitin ligase complex;cullin-RING ubiquitin ligase complex;cytoplasm;nucleus;ubiquitin ligase complex	GO:0097602;GO:0005515;GO:0061630;GO:0004842	cullin family protein binding;protein binding;ubiquitin protein ligase activity;ubiquitin-protein transferase activity	GO:0016567;GO:0006511	protein ubiquitination;ubiquitin-dependent protein catabolic process	6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)	6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)
PF3D7_0319200	PF3D7_0319200.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:803,517..806,736(-)	CCR4 domain-containing protein 4, putative	N/A	N/A	N/A	N/A	N/A	N/A	GO:0020011;GO:0005634	apicoplast;nucleus	GO:0000175;GO:0004518	3'-5'-exoribonuclease activity;nuclease activity	N/A	N/A	N/A	3.1.13.4 (Poly(A)-specific ribonuclease)
PF3D7_0319300	PF3D7_0319300.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:806,843..808,202(+)	ubiquitin-conjugating enzyme E2, putative	N/A	N/A	GO:0005524;GO:0016746	ATP binding;acyltransferase activity	N/A	N/A	N/A	N/A	GO:0061631;GO:0004842	ubiquitin conjugating enzyme activity;ubiquitin-protein transferase activity	GO:0006281;GO:0016574;GO:0043161;GO:0000209	DNA repair;histone ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;protein polyubiquitination	2.3.2.23 (E2 ubiquitin-conjugating enzyme)	2.3.2.23 (E2 ubiquitin-conjugating enzyme);6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)
PF3D7_0319400	PF3D7_0319400.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:809,093..814,903(+)	kinesin-8X	N/A	N/A	GO:0005524;GO:0008017;GO:0003777;GO:0016740	ATP binding;microtubule binding;microtubule motor activity;transferase activity	GO:0007018	microtubule-based movement	GO:0005871;GO:0005874;GO:0072686;GO:0005634	kinesin complex;microtubule;mitotic spindle;nucleus	GO:0016887;GO:0008017;GO:0003777;GO:0008574	ATP hydrolysis activity;microtubule binding;microtubule motor activity;plus-end-directed microtubule motor activity	GO:0007019;GO:0007018	microtubule depolymerization;microtubule-based movement	N/A	N/A
PF3D7_0319500	PF3D7_0319500.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:815,119..817,437(+)	RNA-binding protein, putative	N/A	N/A	GO:0003676	nucleic acid binding	N/A	N/A	GO:0005686;GO:0071011	U2 snRNP;precatalytic spliceosome	GO:0003723	RNA binding	GO:0000398	mRNA splicing, via spliceosome	N/A	N/A
PF3D7_0319600	PF3D7_0319600.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:817,542..819,496(+)	elongation factor 1-delta, putative	N/A	N/A	GO:0003746	translation elongation factor activity	GO:0006414	translational elongation	GO:0005829;GO:0005853;GO:0005634	cytosol;eukaryotic translation elongation factor 1 complex;nucleus	GO:0005085;GO:0003746	guanyl-nucleotide exchange factor activity;translation elongation factor activity	GO:0006414	translational elongation	N/A	N/A
PF3D7_0319700	PF3D7_0319700.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:820,232..831,283(+)	ABC transporter I family member 1, putative	GO:0016021	integral component of membrane	GO:0005524;GO:0042626	ATP binding;ATPase-coupled transmembrane transporter activity	GO:0055085	transmembrane transport	GO:0043231;GO:0016020	intracellular membrane-bounded organelle;membrane	GO:0042626;GO:0005319	ATPase-coupled transmembrane transporter activity;lipid transporter activity	GO:0006869;GO:0009410	lipid transport;response to xenobiotic stimulus	N/A	3.6.-.- (Acting on acid anhydrides.)
PF3D7_0319800	PF3D7_0319800.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:831,076..832,509(-)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0319900	PF3D7_0319900.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:833,687..835,444(-)	conserved protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0320000	PF3D7_0320000.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:837,189..838,557(+)	protein phosphatase inhibitor 2	N/A	N/A	GO:0004864	protein phosphatase inhibitor activity	GO:0043666;GO:0009966	regulation of phosphoprotein phosphatase activity;regulation of signal transduction	GO:0005737;GO:0005634	cytoplasm;nucleus	GO:0005515;GO:0004864;GO:0004865	protein binding;protein phosphatase inhibitor activity;protein serine/threonine phosphatase inhibitor activity	GO:0043666	regulation of phosphoprotein phosphatase activity	N/A	N/A
PF3D7_0320100	PF3D7_0320100.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:839,576..842,017(+)	protein transport protein SEC22	GO:0016021	integral component of membrane	N/A	N/A	GO:0016192	vesicle-mediated transport	GO:0030134;GO:0012507;GO:0005794;GO:0000139;GO:0020036;GO:0031201;GO:0005783;GO:0005789;GO:0005793	COPII-coated ER to Golgi transport vesicle;ER to Golgi transport vesicle membrane;Golgi apparatus;Golgi membrane;Maurer's cleft;SNARE complex;endoplasmic reticulum;endoplasmic reticulum membrane;endoplasmic reticulum-Golgi intermediate compartment	GO:0005484	SNAP receptor activity	GO:0006888;GO:0006886;GO:0006890;GO:0048280;GO:0016192	endoplasmic reticulum to Golgi vesicle-mediated transport;intracellular protein transport;retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum;vesicle fusion with Golgi apparatus;vesicle-mediated transport	N/A	N/A
PF3D7_0320200	PF3D7_0320200.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:842,496..844,477(+)	CPW-WPC family protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0320300	PF3D7_0320300.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:844,881..848,142(+)	T-complex protein 1 subunit epsilon	N/A	N/A	GO:0005524;GO:0051082	ATP binding;unfolded protein binding	GO:0006457	protein folding	GO:0009986;GO:0005832;GO:0005829;GO:0005634	cell surface;chaperonin-containing T-complex;cytosol;nucleus	GO:0051082	unfolded protein binding	GO:0006457	protein folding	N/A	2.7.1.150 (1-phosphatidylinositol-3-phosphate 5-kinase)
PF3D7_0320400	PF3D7_0320400.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:848,247..857,504(-)	oocyst capsule protein Cap380	N/A	N/A	N/A	N/A	N/A	N/A	GO:0009986	cell surface	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0320500	PF3D7_0320500.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:860,221..862,776(+)	nicotinamidase, putative	N/A	N/A	GO:0008936	nicotinamidase activity	N/A	N/A	GO:0005737;GO:0005634	cytoplasm;nucleus	N/A	N/A	N/A	N/A	3.5.1.19 (Nicotinamidase)	3.5.1.19 (Nicotinamidase)
PF3D7_0320600	PF3D7_0320600.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:862,233..864,181(-)	conserved protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.4.12 (DNA helicase)
PF3D7_0320700	PF3D7_0320700.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:864,860..866,969(+)	signal peptidase complex subunit 2	GO:0016021;GO:0005787	integral component of membrane;signal peptidase complex	N/A	N/A	GO:0006465	signal peptide processing	GO:0005783;GO:0005787	endoplasmic reticulum;signal peptidase complex	GO:0004175;GO:0005515	endopeptidase activity;protein binding	GO:0045047;GO:0015031;GO:0006465	protein targeting to ER;protein transport;signal peptide processing	3.4.21.89 (Signal peptidase I)	3.4.-.- (Acting on peptide bonds (peptidases).);3.4.21.89 (Signal peptidase I)
PF3D7_0320800	PF3D7_0320800.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:869,089..872,456(+)	ATP-dependent RNA helicase DDX6	N/A	N/A	GO:0005524;GO:0004386;GO:0003676	ATP binding;helicase activity;nucleic acid binding	N/A	N/A	GO:0000932;GO:0005737;GO:0010494;GO:0005634	P-body;cytoplasm;cytoplasmic stress granule;nucleus	GO:0003724;GO:0003729;GO:0005515	RNA helicase activity;mRNA binding;protein binding	GO:0033962;GO:0034063	P-body assembly;stress granule assembly	3.6.4.13 (RNA helicase)	3.6.1.3 (Deleted entry);3.6.4.13 (RNA helicase)
PF3D7_0320900	PF3D7_0320900.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:874,313..876,685(+)	histone H2A.Z	GO:0000786	nucleosome	GO:0003677;GO:0046982	DNA binding;protein heterodimerization activity	N/A	N/A	GO:0000785;GO:0000786;GO:0005634	chromatin;nucleosome;nucleus	GO:0003677;GO:0003723;GO:0003682	DNA binding;RNA binding;chromatin binding	GO:0006333;GO:0006325;GO:0006342	chromatin assembly or disassembly;chromatin organization;chromatin silencing	N/A	N/A
PF3D7_0321000	PF3D7_0321000.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:877,409..879,789(+)	conserved protein, unknown function	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	GO:0020011	apicoplast	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0321100	PF3D7_0321100.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:879,438..885,952(-)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0321200	PF3D7_0321200.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:886,593..889,386(-)	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative	GO:0005789;GO:0016021	endoplasmic reticulum membrane;integral component of membrane	GO:0003975;GO:0016757;GO:0046872;GO:0008963	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity;glycosyltransferase activity;metal ion binding;phospho-N-acetylmuramoyl-pentapeptide-transferase activity	GO:0006488;GO:0006487	dolichol-linked oligosaccharide biosynthetic process;protein N-linked glycosylation	GO:0043541;GO:0016021	UDP-N-acetylglucosamine transferase complex;integral component of membrane	GO:0003975	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity	GO:0006488;GO:0006489;GO:0006487	dolichol-linked oligosaccharide biosynthetic process;dolichyl diphosphate biosynthetic process;protein N-linked glycosylation	2.7.8.13 (Phospho-N-acetylmuramoyl-pentapeptide-transferase);2.7.8.15 (UDP-N-acetylglucosamine--dolichyl-phosphateN-acetylglucosaminephosphotransferase)	2.7.8.13 (Phospho-N-acetylmuramoyl-pentapeptide-transferase);2.7.8.15 (UDP-N-acetylglucosamine--dolichyl-phosphateN-acetylglucosaminephosphotransferase)
PF3D7_0321300	PF3D7_0321300.1	Plasmodium falciparum 3D7	Pf3D7_03_v3:889,611..893,080(-)	conserved Plasmodium protein, unknown function	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
